,0
PB.districts.Fazilka.total.recovered,19729
PB.districts.Fazilka.total.tested,63589
PB.districts.Fazilka.total.vaccinated1,490080
PB.districts.Fazilka.total.vaccinated2,131519
PB.districts.Ferozepur.delta.confirmed,4
PB.districts.Ferozepur.delta.recovered,3
PB.districts.Ferozepur.delta.vaccinated1,130
PB.districts.Ferozepur.delta.vaccinated2,73
PB.districts.Ferozepur.delta21_14.confirmed,6
PB.districts.Ferozepur.delta7.confirmed,13
PB.districts.Ferozepur.delta7.recovered,9
PB.districts.Ferozepur.delta7.vaccinated1,4483
PB.districts.Ferozepur.delta7.vaccinated2,4723
PB.districts.Ferozepur.meta.population,2026831
PB.districts.Ferozepur.meta.tested.date,2020-12-20
PB.districts.Ferozepur.total.confirmed,14347
PB.districts.Ferozepur.total.deceased,504
PB.districts.Ferozepur.total.recovered,13832
PB.districts.Ferozepur.total.tested,74880
PB.districts.Ferozepur.total.vaccinated1,476343
PB.districts.Ferozepur.total.vaccinated2,128043
PB.districts.Gurdaspur.delta.vaccinated1,459
PB.districts.Gurdaspur.delta.vaccinated2,351
PB.districts.Gurdaspur.delta21_14.confirmed,1
PB.districts.Gurdaspur.delta7.confirmed,3
PB.districts.Gurdaspur.delta7.deceased,1
PB.districts.Gurdaspur.delta7.recovered,3
PB.districts.Gurdaspur.delta7.vaccinated1,18212
PB.districts.Gurdaspur.delta7.vaccinated2,26825
PB.districts.Gurdaspur.meta.population,2299026
PB.districts.Gurdaspur.meta.tested.date,2020-12-20
PB.districts.Gurdaspur.total.confirmed,22381
PB.districts.Gurdaspur.total.deceased,801
PB.districts.Gurdaspur.total.recovered,21576
PB.districts.Gurdaspur.total.tested,249039
PB.districts.Gurdaspur.total.vaccinated1,862133
PB.districts.Gurdaspur.total.vaccinated2,415351
PB.districts.Hoshiarpur.delta.confirmed,2
PB.districts.Hoshiarpur.delta.deceased,1
PB.districts.Hoshiarpur.delta.recovered,2
PB.districts.Hoshiarpur.delta.vaccinated1,87
PB.districts.Hoshiarpur.delta.vaccinated2,211
PB.districts.Hoshiarpur.delta21_14.confirmed,12
PB.districts.Hoshiarpur.delta7.confirmed,10
PB.districts.Hoshiarpur.delta7.deceased,2
PB.districts.Hoshiarpur.delta7.recovered,12
PB.districts.Hoshiarpur.delta7.vaccinated1,6567
PB.districts.Hoshiarpur.delta7.vaccinated2,17487
PB.districts.Hoshiarpur.meta.population,1582793
PB.districts.Hoshiarpur.meta.tested.date,2020-12-20
PB.districts.Hoshiarpur.total.confirmed,30822
PB.districts.Hoshiarpur.total.deceased,986
PB.districts.Hoshiarpur.total.recovered,29828
PB.districts.Hoshiarpur.total.tested,221261
PB.districts.Hoshiarpur.total.vaccinated1,1000636
PB.districts.Hoshiarpur.total.vaccinated2,574716
PB.districts.Jalandhar.delta.confirmed,1
PB.districts.Jalandhar.delta.recovered,1
PB.districts.Jalandhar.delta.vaccinated1,167
PB.districts.Jalandhar.delta.vaccinated2,507
PB.districts.Jalandhar.delta21_14.confirmed,14
PB.districts.Jalandhar.delta7.confirmed,20
PB.districts.Jalandhar.delta7.deceased,1
PB.districts.Jalandhar.delta7.recovered,12
PB.districts.Jalandhar.delta7.vaccinated1,13877
PB.districts.Jalandhar.delta7.vaccinated2,22309
PB.districts.Jalandhar.meta.population,2181753
PB.districts.Jalandhar.meta.tested.date,2020-12-20
PB.districts.Jalandhar.total.confirmed,63396
PB.districts.Jalandhar.total.deceased,1496
PB.districts.Jalandhar.total.recovered,61864
PB.districts.Jalandhar.total.tested,443735
PB.districts.Jalandhar.total.vaccinated1,1433553
PB.districts.Jalandhar.total.vaccinated2,681370
PB.districts.Kapurthala.delta.vaccinated1,93
PB.districts.Kapurthala.delta.vaccinated2,174
PB.districts.Kapurthala.delta21_14.confirmed,8
PB.districts.Kapurthala.delta7.confirmed,2
PB.districts.Kapurthala.delta7.recovered,7
PB.districts.Kapurthala.delta7.vaccinated1,5387
PB.districts.Kapurthala.delta7.vaccinated2,6146
PB.districts.Kapurthala.meta.population,817668
PB.districts.Kapurthala.meta.tested.date,2020-09-02
PB.districts.Kapurthala.total.confirmed,17852
PB.districts.Kapurthala.total.deceased,556
PB.districts.Kapurthala.total.recovered,17294
PB.districts.Kapurthala.total.tested,38658
PB.districts.Kapurthala.total.vaccinated1,465285
PB.districts.Kapurthala.total.vaccinated2,187476
PB.districts.Ludhiana.delta.recovered,4
PB.districts.Ludhiana.delta.vaccinated1,327
PB.districts.Ludhiana.delta.vaccinated2,276
PB.districts.Ludhiana.delta21_14.confirmed,15
PB.districts.Ludhiana.delta7.confirmed,16
PB.districts.Ludhiana.delta7.deceased,1
PB.districts.Ludhiana.delta7.recovered,24
PB.districts.Ludhiana.delta7.vaccinated1,41184
PB.districts.Ludhiana.delta7.vaccinated2,30055
PB.districts.Ludhiana.meta.population,3487882
PB.districts.Ludhiana.meta.tested.date,2020-12-20
PB.districts.Ludhiana.total.confirmed,87608
PB.districts.Ludhiana.total.deceased,2106
PB.districts.Ludhiana.total.recovered,85484
PB.districts.Ludhiana.total.tested,514691
PB.districts.Ludhiana.total.vaccinated1,2473646
PB.districts.Ludhiana.total.vaccinated2,943401
PB.districts.Mansa.delta.vaccinated1,128
PB.districts.Mansa.delta.vaccinated2,166
PB.districts.Mansa.delta21_14.confirmed,1
PB.districts.Mansa.delta7.recovered,1
PB.districts.Mansa.delta7.vaccinated1,5340
PB.districts.Mansa.delta7.vaccinated2,4111
PB.districts.Mansa.meta.population,768808
PB.districts.Mansa.meta.tested.date,2020-09-02
PB.districts.Mansa.total.confirmed,15606
PB.districts.Mansa.total.deceased,380
PB.districts.Mansa.total.recovered,15226
PB.districts.Mansa.total.tested,26878
PB.districts.Mansa.total.vaccinated1,372366
PB.districts.Mansa.total.vaccinated2,89830
PB.districts.Moga.delta.vaccinated1,9
PB.districts.Moga.delta.vaccinated2,7
PB.districts.Moga.delta21_14.confirmed,2
PB.districts.Moga.delta7.confirmed,1
PB.districts.Moga.delta7.recovered,8
PB.districts.Moga.delta7.vaccinated1,5076
PB.districts.Moga.delta7.vaccinated2,6757
PB.districts.Moga.meta.population,992289
PB.districts.Moga.meta.tested.date,2020-12-20
PB.districts.Moga.total.confirmed,8675
PB.districts.Moga.total.deceased,233
PB.districts.Moga.total.recovered,8440
PB.districts.Moga.total.tested,77307
PB.districts.Moga.total.vaccinated1,541556
PB.districts.Moga.total.vaccinated2,178908
PB.districts.Pathankot.delta.confirmed,6
PB.districts.Pathankot.delta.recovered,1
PB.districts.Pathankot.delta.vaccinated1,52
PB.districts.Pathankot.delta.vaccinated2,278
PB.districts.Pathankot.delta21_14.confirmed,14
PB.districts.Pathankot.delta7.confirmed,20
PB.districts.Pathankot.delta7.recovered,7
PB.districts.Pathankot.delta7.vaccinated1,1762
PB.districts.Pathankot.delta7.vaccinated2,6090
PB.districts.Pathankot.meta.population,626154
PB.districts.Pathankot.meta.tested.date,2020-09-02
PB.districts.Pathankot.total.confirmed,18814
PB.districts.Pathankot.total.deceased,419
PB.districts.Pathankot.total.recovered,18373
PB.districts.Pathankot.total.tested,29112
PB.districts.Pathankot.total.vaccinated1,424889
PB.districts.Pathankot.total.vaccinated2,196822
PB.districts.Patiala.delta.recovered,2
PB.districts.Patiala.delta.vaccinated1,239
PB.districts.Patiala.delta.vaccinated2,526
PB.districts.Patiala.delta21_14.confirmed,12
PB.districts.Patiala.delta7.confirmed,6
PB.districts.Patiala.delta7.recovered,15
PB.districts.Patiala.delta7.vaccinated1,7659
PB.districts.Patiala.delta7.vaccinated2,10721
PB.districts.Patiala.meta.population,2892282
PB.districts.Patiala.meta.tested.date,2020-12-20
PB.districts.Patiala.total.confirmed,48927
PB.districts.Patiala.total.deceased,1358
PB.districts.Patiala.total.recovered,47561
PB.districts.Patiala.total.tested,273344
PB.districts.Patiala.total.vaccinated1,1051467
PB.districts.Patiala.total.vaccinated2,396473
PB.districts.Rupnagar.delta.confirmed,2
PB.districts.Rupnagar.delta.recovered,3
PB.districts.Rupnagar.delta.vaccinated1,88
PB.districts.Rupnagar.delta.vaccinated2,202
PB.districts.Rupnagar.delta21_14.confirmed,3
PB.districts.Rupnagar.delta7.confirmed,20
PB.districts.Rupnagar.delta7.recovered,7
PB.districts.Rupnagar.delta7.vaccinated1,1965
PB.districts.Rupnagar.delta7.vaccinated2,5708
PB.districts.Rupnagar.meta.population,683349
PB.districts.Rupnagar.meta.tested.date,2020-12-20
PB.districts.Rupnagar.total.confirmed,12963
PB.districts.Rupnagar.total.deceased,423
PB.districts.Rupnagar.total.recovered,12517
PB.districts.Rupnagar.total.tested,97745
PB.districts.Rupnagar.total.vaccinated1,384637
PB.districts.Rupnagar.total.vaccinated2,182919
PB.districts.S.A.S. Nagar.delta.confirmed,3
PB.districts.S.A.S. Nagar.delta.recovered,5
PB.districts.S.A.S. Nagar.delta.vaccinated1,95
PB.districts.S.A.S. Nagar.delta.vaccinated2,425
PB.districts.S.A.S. Nagar.delta21_14.confirmed,27
PB.districts.S.A.S. Nagar.delta7.confirmed,18
PB.districts.S.A.S. Nagar.delta7.recovered,21
PB.districts.S.A.S. Nagar.delta7.vaccinated1,4914
PB.districts.S.A.S. Nagar.delta7.vaccinated2,9234
PB.districts.S.A.S. Nagar.meta.population,986147
PB.districts.S.A.S. Nagar.meta.tested.date,2020-09-02
PB.districts.S.A.S. Nagar.total.confirmed,68821
PB.districts.S.A.S. Nagar.total.deceased,1068
PB.districts.S.A.S. Nagar.total.recovered,67726
PB.districts.S.A.S. Nagar.total.tested,41532
PB.districts.S.A.S. Nagar.total.vaccinated1,872096
PB.districts.S.A.S. Nagar.total.vaccinated2,402212
PB.districts.Sangrur.delta.confirmed,1
PB.districts.Sangrur.delta.recovered,1
PB.districts.Sangrur.delta.vaccinated1,219
PB.districts.Sangrur.delta.vaccinated2,157
PB.districts.Sangrur.delta21_14.confirmed,3
PB.districts.Sangrur.delta7.confirmed,3
PB.districts.Sangrur.delta7.recovered,3
PB.districts.Sangrur.delta7.vaccinated1,13224
PB.districts.Sangrur.delta7.vaccinated2,9058
PB.districts.Sangrur.meta.population,1654408
PB.districts.Sangrur.meta.tested.date,2020-12-19
PB.districts.Sangrur.total.confirmed,15762
PB.districts.Sangrur.total.deceased,875
PB.districts.Sangrur.total.recovered,14884
PB.districts.Sangrur.total.tested,166332
PB.districts.Sangrur.total.vaccinated1,730511
PB.districts.Sangrur.total.vaccinated2,218820
PB.districts.Shahid Bhagat Singh Nagar.delta.vaccinated1,54
PB.districts.Shahid Bhagat Singh Nagar.delta.vaccinated2,78
PB.districts.Shahid Bhagat Singh Nagar.delta21_14.confirmed,3
PB.districts.Shahid Bhagat Singh Nagar.delta7.confirmed,1
PB.districts.Shahid Bhagat Singh Nagar.delta7.recovered,1
PB.districts.Shahid Bhagat Singh Nagar.delta7.vaccinated1,2473
PB.districts.Shahid Bhagat Singh Nagar.delta7.vaccinated2,4917
PB.districts.Shahid Bhagat Singh Nagar.meta.population,614362
PB.districts.Shahid Bhagat Singh Nagar.meta.tested.date,2020-12-20
PB.districts.Shahid Bhagat Singh Nagar.total.confirmed,11469
PB.districts.Shahid Bhagat Singh Nagar.total.deceased,388
PB.districts.Shahid Bhagat Singh Nagar.total.recovered,11080
PB.districts.Shahid Bhagat Singh Nagar.total.tested,77715
PB.districts.Shahid Bhagat Singh Nagar.total.vaccinated1,392113
PB.districts.Shahid Bhagat Singh Nagar.total.vaccinated2,172294
PB.districts.Sri Muktsar Sahib.delta.vaccinated1,91
PB.districts.Sri Muktsar Sahib.delta.vaccinated2,149
PB.districts.Sri Muktsar Sahib.delta7.confirmed,2
PB.districts.Sri Muktsar Sahib.delta7.vaccinated1,3942
PB.districts.Sri Muktsar Sahib.delta7.vaccinated2,5830
PB.districts.Sri Muktsar Sahib.meta.population,902702
PB.districts.Sri Muktsar Sahib.meta.tested.date,2020-12-12
PB.districts.Sri Muktsar Sahib.total.confirmed,18784
PB.districts.Sri Muktsar Sahib.total.deceased,524
PB.districts.Sri Muktsar Sahib.total.recovered,18257
PB.districts.Sri Muktsar Sahib.total.tested,67979
PB.districts.Sri Muktsar Sahib.total.vaccinated1,473193
PB.districts.Sri Muktsar Sahib.total.vaccinated2,142901
PB.districts.Tarn Taran.delta.vaccinated1,251
PB.districts.Tarn Taran.delta.vaccinated2,127
PB.districts.Tarn Taran.delta21_14.confirmed,3
PB.districts.Tarn Taran.delta7.recovered,3
PB.districts.Tarn Taran.delta7.vaccinated1,8846
PB.districts.Tarn Taran.delta7.vaccinated2,8145
PB.districts.Tarn Taran.meta.population,1120070
PB.districts.Tarn Taran.meta.tested.date,2020-12-18
PB.districts.Tarn Taran.total.confirmed,8043
PB.districts.Tarn Taran.total.deceased,380
PB.districts.Tarn Taran.total.recovered,7659
PB.districts.Tarn Taran.total.tested,111446
PB.districts.Tarn Taran.total.vaccinated1,597303
PB.districts.Tarn Taran.total.vaccinated2,178839
PB.meta.date,2021-10-31
PB.meta.last_updated,2021-11-01T09:54:14+05:30
PB.meta.population,29859000
PB.meta.tested.date,2021-10-31
PB.meta.tested.source,https://t.me/Covid19india_Auxiliary_Test_Data/11874
PB.meta.vaccinated.date,2021-10-31
PB.total.confirmed,602401
PB.total.deceased,16559
PB.total.recovered,585591
PB.total.tested,15429415
PB.total.vaccinated1,15942714
PB.total.vaccinated2,6238973
PY.delta.confirmed,38
PY.delta.recovered,45
PY.delta.tested,2662
PY.delta.vaccinated1,171
PY.delta.vaccinated2,532
PY.delta21_14.confirmed,343
PY.delta7.confirmed,278
PY.delta7.recovered,315
PY.delta7.tested,21095
PY.delta7.vaccinated1,8324
PY.delta7.vaccinated2,20073
PY.districts.Karaikal.delta.confirmed,6
PY.districts.Karaikal.delta.recovered,9
PY.districts.Karaikal.delta.vaccinated1,2
PY.districts.Karaikal.delta.vaccinated2,22
PY.districts.Karaikal.delta21_14.confirmed,69
PY.districts.Karaikal.delta7.confirmed,53
PY.districts.Karaikal.delta7.recovered,63
PY.districts.Karaikal.delta7.vaccinated1,763
PY.districts.Karaikal.delta7.vaccinated2,2980
PY.districts.Karaikal.meta.notes,"2 case of TN has been transferred,so has been reduced from the total count."
PY.districts.Karaikal.meta.population,200222
PY.districts.Karaikal.meta.tested.date,2021-01-27
PY.districts.Karaikal.total.confirmed,16488
PY.districts.Karaikal.total.deceased,250
PY.districts.Karaikal.total.recovered,16150
PY.districts.Karaikal.total.tested,73142
PY.districts.Karaikal.total.vaccinated1,111152
PY.districts.Karaikal.total.vaccinated2,57491
PY.districts.Mahe.delta.confirmed,10
PY.districts.Mahe.delta.recovered,10
PY.districts.Mahe.delta21_14.confirmed,44
PY.districts.Mahe.delta7.confirmed,58
PY.districts.Mahe.delta7.recovered,46
PY.districts.Mahe.delta7.vaccinated1,109
PY.districts.Mahe.delta7.vaccinated2,1003
PY.districts.Mahe.meta.notes,"1 case of KL have been transferred,so have been reduced from the total count"
PY.districts.Mahe.meta.population,41816
PY.districts.Mahe.meta.tested.date,2021-01-27
PY.districts.Mahe.total.confirmed,5867
PY.districts.Mahe.total.deceased,47
PY.districts.Mahe.total.recovered,5744
PY.districts.Mahe.total.tested,42415
PY.districts.Mahe.total.vaccinated1,34018
PY.districts.Mahe.total.vaccinated2,25943
PY.districts.Puducherry.delta.confirmed,22
PY.districts.Puducherry.delta.recovered,25
PY.districts.Puducherry.delta.vaccinated1,159
PY.districts.Puducherry.delta.vaccinated2,477
PY.districts.Puducherry.delta21_14.confirmed,218
PY.districts.Puducherry.delta7.confirmed,163
PY.districts.Puducherry.delta7.recovered,202
PY.districts.Puducherry.delta7.vaccinated1,7191
PY.districts.Puducherry.delta7.vaccinated2,15005
PY.districts.Puducherry.meta.notes,"209 cases(204 of TN, 1 of AP and 4 other) have been transferred,so have been reduced from the total count.[July 18]4 cases have transferred to TN and have been reduced from recovered cases."
PY.districts.Puducherry.meta.population,950289
PY.districts.Puducherry.meta.tested.date,2021-01-27
PY.districts.Puducherry.total.confirmed,98885
PY.districts.Puducherry.total.deceased,1453
PY.districts.Puducherry.total.recovered,97171
PY.districts.Puducherry.total.tested,425639
PY.districts.Puducherry.total.vaccinated1,558708
PY.districts.Puducherry.total.vaccinated2,305464
PY.districts.Yanam.delta.recovered,1
PY.districts.Yanam.delta.vaccinated1,8
PY.districts.Yanam.delta.vaccinated2,31
PY.districts.Yanam.delta21_14.confirmed,12
PY.districts.Yanam.delta7.confirmed,4
PY.districts.Yanam.delta7.recovered,4
PY.districts.Yanam.delta7.vaccinated1,259
PY.districts.Yanam.delta7.vaccinated2,1082
PY.districts.Yanam.meta.notes,"2 cases of AP have been transferred,so have been reduced from the total count"
PY.districts.Yanam.meta.population,55626
PY.districts.Yanam.meta.tested.date,2021-01-27
PY.districts.Yanam.total.confirmed,6773
PY.districts.Yanam.total.deceased,107
PY.districts.Yanam.total.recovered,6661
PY.districts.Yanam.total.tested,26727
PY.districts.Yanam.total.vaccinated1,30079
PY.districts.Yanam.total.vaccinated2,15489
PY.meta.date,2021-10-31
PY.meta.last_updated,2021-11-01T09:54:14+05:30
PY.meta.population,1504000
PY.meta.tested.date,2021-10-31
PY.meta.tested.source,https://t.me/Covid19india_Auxiliary_Test_Data/11866
PY.meta.vaccinated.date,2021-10-31
PY.total.confirmed,128013
PY.total.deceased,1857
PY.total.recovered,125726
PY.total.tested,1919060
PY.total.vaccinated1,733922
PY.total.vaccinated2,404355
RJ.delta.confirmed,2
RJ.delta.recovered,2
RJ.delta.tested,13454
RJ.delta.vaccinated1,9399
RJ.delta.vaccinated2,29672
RJ.delta21_14.confirmed,31
RJ.delta7.confirmed,27
RJ.delta7.recovered,26
RJ.delta7.tested,95132
RJ.delta7.vaccinated1,271500
RJ.delta7.vaccinated2,864947
RJ.districts.Ajmer.delta.vaccinated1,110
RJ.districts.Ajmer.delta.vaccinated2,1101
RJ.districts.Ajmer.delta21_14.confirmed,5
RJ.districts.Ajmer.delta7.confirmed,6
RJ.districts.Ajmer.delta7.recovered,8
RJ.districts.Ajmer.delta7.vaccinated1,9133
RJ.districts.Ajmer.delta7.vaccinated2,56199
RJ.districts.Ajmer.meta.population,2584913
RJ.districts.Ajmer.meta.tested.date,2021-02-01
RJ.districts.Ajmer.total.confirmed,37769
RJ.districts.Ajmer.total.deceased,410
RJ.districts.Ajmer.total.recovered,37352
RJ.districts.Ajmer.total.tested,261215
RJ.districts.Ajmer.total.vaccinated1,1752308
RJ.districts.Ajmer.total.vaccinated2,1042482
RJ.districts.Alwar.delta.vaccinated1,376
RJ.districts.Alwar.delta.vaccinated2,1002
RJ.districts.Alwar.delta7.vaccinated1,21681
RJ.districts.Alwar.delta7.vaccinated2,29417
RJ.districts.Alwar.meta.population,3671999
RJ.districts.Alwar.meta.tested.date,2021-02-01
RJ.districts.Alwar.total.confirmed,59694
RJ.districts.Alwar.total.deceased,307
RJ.districts.Alwar.total.recovered,59387
RJ.districts.Alwar.total.tested,291879
